,FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,Longitude,Latitude,geometry,dist_from_centre,PopDens,buffer,rivals
87,1181585,197062,Jackie Fruit Stall,Takeaway/sandwich shop,N6 6QX,5,fhrs_5_en-GB,2019-08-30,506,Camden,-0.113633,51.523018,POINT (-0.113633 51.523018),0.016397485569465846,8.4,"POLYGON ((-0.08863299999999999 51.523018, -0.08875338183319507 51.52056757149176, -0.08911336798991923 51.51814074194959, -0.08970949160669478 51.51576088306864, -0.09053601168721782 51.51345091419088, -0.09158496839129113 51.51123308157935, -0.09284625969243637 51.50912874417451, -0.09430773866593158 51.50715816789591, -0.0959553304703363 51.50534033047034, -0.09777316789590886 51.50369273866593, -0.09974374417450994 51.50223125969244, -0.10184808157935 51.50096996839129, -0.1040659141908727 51.49992101168722, -0.1063758830686384 51.4990944916067, -0.1087557419495968 51.49849836798992, -0.111182571491761 51.49813838183319, -0.113633 51.498018, -0.116083428508239 51.49813838183319, -0.1185102580504032 51.49849836798992, -0.1208901169313615 51.4990944916067, -0.1232000858091272 51.49992101168722, -0.1254179184206499 51.50096996839129, -0.12752225582549 51.50223125969244, -0.1294928321040911 51.50369273866593, -0.1313106695296637 51.50534033047034, -0.1329582613340684 51.50715816789591, -0.1344197403075636 51.50912874417451, -0.1356810316087089 51.51123308157935, -0.1367299883127822 51.51345091419088, -0.1375565083933052 51.51576088306864, -0.1381526320100808 51.51814074194959, -0.1385126181668049 51.52056757149176, -0.138633 51.523018, -0.1385126181668049 51.52546842850824, -0.1381526320100808 51.52789525805041, -0.1375565083933052 51.53027511693136, -0.1367299883127822 51.53258508580912, -0.1356810316087089 51.53480291842065, -0.1344197403075637 51.53690725582549, -0.1329582613340684 51.53887783210409, -0.1313106695296637 51.54069566952966, -0.1294928321040912 51.54234326133407, -0.12752225582549 51.54380474030756, -0.1254179184206499 51.54506603160871, -0.1232000858091273 51.54611498831278, -0.1208901169313616 51.5469415083933, -0.1185102580504032 51.54753763201008, -0.116083428508239 51.54789761816681, -0.113633 51.548018, -0.111182571491761 51.54789761816681, -0.1087557419495968 51.54753763201008, -0.1063758830686384 51.5469415083933, -0.1040659141908727 51.54611498831278, -0.1018480815793501 51.54506603160871, -0.09974374417450996 51.54380474030756, -0.09777316789590886 51.54234326133407, -0.09595533047033632 51.54069566952966, -0.09430773866593158 51.53887783210409, -0.09284625969243637 51.53690725582549, -0.09158496839129113 51.53480291842065, -0.09053601168721784 51.53258508580912, -0.08970949160669478 51.53027511693136, -0.08911336798991924 51.52789525805041, -0.08875338183319507 51.52546842850824, -0.08863299999999999 51.523018))",18
88,417517,PI/000151154,Angel Delicatessen Limited,Retailers - other,N1 7DF,3,fhrs_3_en-GB,2021-10-19,519,Islington,-0.104042,51.541172,POINT (-0.104042 51.541172),0.021703689271654544,5.74,"POLYGON ((-0.079042 51.541172, -0.07916238183319507 51.53872157149176, -0.07952236798991924 51.5362947419496, -0.08011849160669478 51.53391488306864, -0.08094501168721782 51.53160491419088, -0.08199396839129111 51.52938708157935, -0.08325525969243636 51.52728274417451, -0.08471673866593157 51.52531216789591, -0.0863643304703363 51.52349433047034, -0.08818216789590885 51.52184673866594, -0.09015274417450994 51.52038525969244, -0.09225708157935004 51.51912396839129, -0.09447491419087276 51.51807501168722, -0.09678488306863844 51.5172484916067, -0.09916474194959679 51.51665236798992, -0.101591571491761 51.5162923818332, -0.104042 51.516172, -0.106492428508239 51.5162923818332, -0.1089192580504032 51.51665236798992, -0.1112991169313615 51.5172484916067, -0.1136090858091272 51.51807501168722, -0.1158269184206499 51.51912396839129, -0.1179312558254901 51.52038525969244, -0.1199018321040911 51.52184673866594, -0.1217196695296637 51.52349433047034, -0.1233672613340684 51.52531216789591, -0.1248287403075636 51.52728274417451, -0.1260900316087089 51.52938708157935, -0.1271389883127822 51.53160491419088, -0.1279655083933052 51.53391488306864, -0.1285616320100808 51.5362947419496, -0.1289216181668049 51.53872157149176, -0.129042 51.541172, -0.1289216181668049 51.54362242850824, -0.1285616320100808 51.54604925805041, -0.1279655083933052 51.54842911693137, -0.1271389883127822 51.55073908580913, -0.1260900316087089 51.55295691842066, -0.1248287403075636 51.55506125582549, -0.1233672613340684 51.55703183210409, -0.1217196695296637 51.55884966952966, -0.1199018321040911 51.56049726133407, -0.1179312558254901 51.56195874030757, -0.1158269184206499 51.56322003160872, -0.1136090858091272 51.56426898831278, -0.1112991169313616 51.56509550839331, -0.1089192580504032 51.56569163201009, -0.106492428508239 51.56605161816681, -0.104042 51.566172, -0.101591571491761 51.56605161816681, -0.09916474194959679 51.56569163201009, -0.09678488306863844 51.56509550839331, -0.09447491419087274 51.56426898831278, -0.09225708157935006 51.56322003160872, -0.09015274417450994 51.56195874030757, -0.08818216789590885 51.56049726133407, -0.08636433047033631 51.55884966952966, -0.08471673866593157 51.55703183210409, -0.08325525969243636 51.55506125582549, -0.08199396839129112 51.55295691842066, -0.08094501168721784 51.55073908580913, -0.08011849160669478 51.54842911693137, -0.07952236798991924 51.54604925805041, -0.07916238183319507 51.54362242850824, -0.079042 51.541172))",13
89,1100639,192005,City of london academy (southwark),School/college/university,SE22 8HJ,5,fhrs_5_en-GB,2020-02-14,528,Southwark,-0.073045,51.500677,POINT (-0.073045 51.500677),0.031425778494709754,11.14,"POLYGON ((-0.048045 51.500677, -0.04816538183319508 51.49822657149176, -0.04852536798991924 51.4957997419496, -0.04912149160669478 51.49341988306864, -0.04994801168721782 51.49110991419088, -0.05099696839129112 51.48889208157935, -0.05225825969243637 51.48678774417451, -0.05371973866593158 51.48481716789591, -0.0553673304703363 51.48299933047034, -0.05718516789590886 51.48135173866594, -0.05915574417450994 51.47989025969244, -0.06126008157935005 51.47862896839129, -0.06347791419087276 51.47758001168722, -0.06578788306863845 51.4767534916067, -0.06816774194959679 51.47615736798992, -0.07059457149176097 51.4757973818332, -0.073045 51.475677, -0.07549542850823901 51.4757973818332, -0.0779222580504032 51.47615736798992, -0.08030211693136155 51.4767534916067, -0.08261208580912724 51.47758001168722, -0.08482991842064994 51.47862896839129, -0.08693425582549005 51.47989025969244, -0.08890483210409114 51.48135173866594, -0.09072266952966368 51.48299933047034, -0.09237026133406842 51.48481716789591, -0.09383174030756364 51.48678774417451, -0.09509303160870887 51.48889208157935, -0.09614198831278217 51.49110991419088, -0.09696850839330522 51.49341988306864, -0.09756463201008075 51.4957997419496, -0.09792461816680492 51.49822657149176, -0.09804499999999999 51.500677, -0.09792461816680492 51.50312742850824, -0.09756463201008075 51.50555425805041, -0.09696850839330523 51.50793411693137, -0.09614198831278217 51.51024408580913, -0.09509303160870888 51.51246191842066, -0.09383174030756364 51.51456625582549, -0.09237026133406842 51.51653683210409, -0.09072266952966369 51.51835466952966, -0.08890483210409114 51.52000226133407, -0.08693425582549005 51.52146374030757, -0.08482991842064995 51.52272503160872, -0.08261208580912725 51.52377398831278, -0.08030211693136156 51.52460050839331, -0.07792225805040322 51.52519663201009, -0.07549542850823901 51.52555661816681, -0.073045 51.525677, -0.070594571491761 51.52555661816681, -0.06816774194959679 51.52519663201009, -0.06578788306863845 51.52460050839331, -0.06347791419087274 51.52377398831278, -0.06126008157935006 51.52272503160872, -0.05915574417450995 51.52146374030757, -0.05718516789590886 51.52000226133407, -0.05536733047033632 51.51835466952966, -0.05371973866593158 51.51653683210409, -0.05225825969243637 51.51456625582549, -0.05099696839129113 51.51246191842066, -0.04994801168721784 51.51024408580913, -0.04912149160669478 51.50793411693137, -0.04852536798991924 51.50555425805041, -0.04816538183319508 51.50312742850824, -0.048045 51.500677))",2
90,991615,188716,Cargo,Pub/bar/nightclub,EC2A 3ET,2,fhrs_2_en-GB,2021-07-19,512,Hackney,-0.055053,51.555064,POINT (-0.055053 51.555064),0.054685283440776326,7.36,"POLYGON ((-0.030053 51.555064, -0.03017338183319507 51.55261357149176, -0.03053336798991924 51.5501867419496, -0.03112949160669478 51.54780688306864, -0.03195601168721783 51.54549691419088, -0.03300496839129112 51.54327908157935, -0.03426625969243637 51.54117474417451, -0.03572773866593157 51.53920416789591, -0.03737533047033631 51.53738633047034, -0.03919316789590886 51.53573873866593, -0.04116374417450994 51.53427725969244, -0.04326808157935005 51.53301596839129, -0.04548591419087275 51.53196701168722, -0.04779588306863844 51.5311404916067, -0.05017574194959679 51.53054436798992, -0.05260257149176098 51.53018438183319, -0.055053 51.530064, -0.05750342850823902 51.53018438183319, -0.0599302580504032 51.53054436798992, -0.06231011693136156 51.5311404916067, -0.06462008580912725 51.53196701168722, -0.06683791842064994 51.53301596839129, -0.06894225582549005 51.53427725969244, -0.07091283210409113 51.53573873866593, -0.07273066952966369 51.53738633047034, -0.07437826133406843 51.53920416789591, -0.07583974030756363 51.54117474417451, -0.07710103160870888 51.54327908157935, -0.07814998831278216 51.54549691419088, -0.07897650839330522 51.54780688306864, -0.07957263201008076 51.5501867419496, -0.07993261816680491 51.55261357149176, -0.080053 51.555064, -0.07993261816680491 51.55751442850824, -0.07957263201008076 51.55994125805041, -0.07897650839330522 51.56232111693136, -0.07814998831278216 51.56463108580913, -0.07710103160870888 51.56684891842065, -0.07583974030756363 51.56895325582549, -0.07437826133406843 51.57092383210409, -0.07273066952966369 51.57274166952966, -0.07091283210409115 51.57438926133407, -0.06894225582549005 51.57585074030757, -0.06683791842064994 51.57711203160871, -0.06462008580912726 51.57816098831278, -0.06231011693136156 51.5789875083933, -0.05993025805040322 51.57958363201008, -0.05750342850823901 51.57994361816681, -0.055053 51.580064, -0.05260257149176099 51.57994361816681, -0.05017574194959679 51.57958363201008, -0.04779588306863845 51.5789875083933, -0.04548591419087275 51.57816098831278, -0.04326808157935005 51.57711203160871, -0.04116374417450995 51.57585074030757, -0.03919316789590886 51.57438926133407, -0.03737533047033631 51.57274166952966, -0.03572773866593158 51.57092383210409, -0.03426625969243637 51.56895325582549, -0.03300496839129113 51.56684891842065, -0.03195601168721783 51.56463108580913, -0.03112949160669478 51.56232111693136, -0.03053336798991924 51.55994125805041, -0.03017338183319507 51.55751442850824, -0.030053 51.555064))",2
91,707755,41054,First Stop Cafe,Restaurant/Cafe/Canteen,E10 7AA,4,fhrs_4_en-GB,2021-07-16,531,Waltham Forest,-0.0181292,51.58986,POINT (-0.0181292 51.58986),0.10535381569092017,14.99,"POLYGON ((0.0068708 51.58986, 0.006750418166804922 51.58740957149176, 0.006390432010080761 51.5849827419496, 0.00579430839330522 51.58260288306864, 0.004967788312782169 51.58029291419088, 0.003918831608708876 51.57807508157935, 0.002657540307563631 51.57597074417451, 0.001196061334068424 51.57400016789591, -0.0004515304703363102 51.57218233047034, -0.002269367895908862 51.57053473866593, -0.004239944174509944 51.56907325969244, -0.006344281579350056 51.56781196839129, -0.008562114190872754 51.56676301168722, -0.01087208306863844 51.5659364916067, -0.01325194194959679 51.56534036798992, -0.01567877149176098 51.56498038183319, -0.0181292 51.56486, -0.02057962850823902 51.56498038183319, -0.02300645805040321 51.56534036798992, -0.02538631693136156 51.5659364916067, -0.02769628580912725 51.56676301168722, -0.02991411842064995 51.56781196839129, -0.03201845582549005 51.56907325969244, -0.03398903210409114 51.57053473866593, -0.03580686952966369 51.57218233047034, -0.03745446133406843 51.57400016789591, -0.03891594030756364 51.57597074417451, -0.04017723160870888 51.57807508157935, -0.04122618831278217 51.58029291419088, -0.04205270839330522 51.58260288306864, -0.04264883201008077 51.5849827419496, -0.04300881816680492 51.58740957149176, -0.04312920000000001 51.58986, -0.04300881816680492 51.59231042850824, -0.04264883201008077 51.59473725805041, -0.04205270839330523 51.59711711693136, -0.04122618831278217 51.59942708580913, -0.04017723160870888 51.60164491842065, -0.03891594030756364 51.60374925582549, -0.03745446133406843 51.60571983210409, -0.03580686952966369 51.60753766952966, -0.03398903210409115 51.60918526133407, -0.03201845582549005 51.61064674030757, -0.02991411842064995 51.61190803160871, -0.02769628580912726 51.61295698831278, -0.02538631693136156 51.6137835083933, -0.02300645805040322 51.61437963201008, -0.02057962850823901 51.61473961816681, -0.01812920000000001 51.61486, -0.015678771491761 51.61473961816681, -0.01325194194959679 51.61437963201008, -0.01087208306863845 51.6137835083933, -0.008562114190872751 51.61295698831278, -0.006344281579350061 51.61190803160871, -0.004239944174509954 51.61064674030757, -0.002269367895908862 51.60918526133407, -0.0004515304703363171 51.60753766952966, 0.001196061334068417 51.60571983210409, 0.002657540307563631 51.60374925582549, 0.003918831608708869 51.60164491842065, 0.004967788312782162 51.59942708580913, 0.00579430839330522 51.59711711693136, 0.006390432010080757 51.59473725805041, 0.006750418166804922 51.59231042850824, 0.0068708 51.58986))",8
92,1028979,189192,Hao hao chi,Takeaway/sandwich shop,SE17 1AY,5,fhrs_5_en-GB,2020-02-03,528,Southwark,-0.09166,51.504839,POINT (-0.09166000000000001 51.504839),0.016690111473556746,11.14,"POLYGON ((-0.06666 51.504839, -0.06678038183319508 51.50238857149176, -0.06714036798991924 51.49996174194959, -0.06773649160669479 51.49758188306863, -0.06856301168721783 51.49527191419087, -0.06961196839129113 51.49305408157934, -0.07087325969243638 51.49094974417451, -0.07233473866593158 51.48897916789591, -0.07398233047033631 51.48716133047034, -0.07580016789590886 51.48551373866593, -0.07777074417450995 51.48405225969243, -0.07987508157935005 51.48279096839128, -0.08209291419087275 51.48174201168722, -0.08440288306863844 51.48091549160669, -0.0867827419495968 51.48031936798991, -0.08920957149176098 51.47995938183319, -0.09166000000000001 51.479839, -0.09411042850823902 51.47995938183319, -0.09653725805040321 51.48031936798991, -0.09891711693136156 51.48091549160669, -0.1012270858091272 51.48174201168722, -0.10344491842065 51.48279096839128, -0.1055492558254901 51.48405225969243, -0.1075198321040911 51.48551373866593, -0.1093376695296637 51.48716133047034, -0.1109852613340684 51.48897916789591, -0.1124467403075636 51.49094974417451, -0.1137080316087089 51.49305408157934, -0.1147569883127822 51.49527191419087, -0.1155835083933052 51.49758188306863, -0.1161796320100808 51.49996174194959, -0.1165396181668049 51.50238857149176, -0.11666 51.504839, -0.1165396181668049 51.50728942850824, -0.1161796320100808 51.5097162580504, -0.1155835083933052 51.51209611693136, -0.1147569883127822 51.51440608580912, -0.1137080316087089 51.51662391842065, -0.1124467403075636 51.51872825582549, -0.1109852613340684 51.52069883210409, -0.1093376695296637 51.52251666952966, -0.1075198321040912 51.52416426133406, -0.1055492558254901 51.52562574030756, -0.10344491842065 51.52688703160871, -0.1012270858091273 51.52793598831278, -0.09891711693136157 51.5287625083933, -0.09653725805040322 51.52935863201008, -0.09411042850823902 51.5297186181668, -0.09166000000000001 51.529839, -0.08920957149176101 51.5297186181668, -0.0867827419495968 51.52935863201008, -0.08440288306863845 51.5287625083933, -0.08209291419087275 51.52793598831278, -0.07987508157935007 51.52688703160871, -0.07777074417450996 51.52562574030756, -0.07580016789590886 51.52416426133406, -0.07398233047033632 51.52251666952966, -0.07233473866593158 51.52069883210409, -0.07087325969243638 51.51872825582549, -0.06961196839129113 51.51662391842065, -0.06856301168721785 51.51440608580912, -0.06773649160669479 51.51209611693136, -0.06714036798991925 51.5097162580504, -0.06678038183319508 51.50728942850824, -0.06666 51.504839))",10
93,635608,182557,Khanom krok,Other catering premises,SE1 0XH,5,fhrs_5_en-GB,2019-12-03,528,Southwark,-0.082468,51.470823,POINT (-0.082468 51.470823),0.051881266108286035,11.14,"POLYGON ((-0.057468 51.470823, -0.05758838183319508 51.46837257149176, -0.05794836798991924 51.4659457419496, -0.05854449160669478 51.46356588306864, -0.05937101168721783 51.46125591419088, -0.06041996839129112 51.45903808157935, -0.06168125969243637 51.45693374417451, -0.06314273866593158 51.45496316789591, -0.0647903304703363 51.45314533047034, -0.06660816789590886 51.45149773866594, -0.06857874417450995 51.45003625969244, -0.07068308157935005 51.44877496839129, -0.07290091419087275 51.44772601168722, -0.07521088306863843 51.4468994916067, -0.07759074194959679 51.44630336798992, -0.08001757149176097 51.4459433818332, -0.082468 51.445823, -0.08491842850823901 51.4459433818332, -0.0873452580504032 51.44630336798992, -0.08972511693136155 51.4468994916067, -0.09203508580912724 51.44772601168722, -0.09425291842064995 51.44877496839129, -0.09635725582549005 51.45003625969244, -0.09832783210409113 51.45149773866594, -0.1001456695296637 51.45314533047034, -0.1017932613340684 51.45496316789591, -0.1032547403075636 51.45693374417451, -0.1045160316087089 51.45903808157935, -0.1055649883127822 51.46125591419088, -0.1063915083933052 51.46356588306864, -0.1069876320100808 51.4659457419496, -0.1073476181668049 51.46837257149176, -0.107468 51.470823, -0.1073476181668049 51.47327342850824, -0.1069876320100808 51.47570025805041, -0.1063915083933052 51.47808011693137, -0.1055649883127822 51.48039008580913, -0.1045160316087089 51.48260791842065, -0.1032547403075636 51.48471225582549, -0.1017932613340684 51.48668283210409, -0.1001456695296637 51.48850066952966, -0.09832783210409116 51.49014826133407, -0.09635725582549005 51.49160974030757, -0.09425291842064995 51.49287103160871, -0.09203508580912725 51.49391998831278, -0.08972511693136156 51.49474650839331, -0.08734525805040322 51.49534263201009, -0.08491842850823901 51.49570261816681, -0.082468 51.495823, -0.080017571491761 51.49570261816681, -0.07759074194959679 51.49534263201009, -0.07521088306863845 51.49474650839331, -0.07290091419087275 51.49391998831278, -0.07068308157935006 51.49287103160871, -0.06857874417450996 51.49160974030757, -0.06660816789590886 51.49014826133407, -0.06479033047033632 51.48850066952966, -0.06314273866593158 51.48668283210409, -0.06168125969243637 51.48471225582549, -0.06041996839129113 51.48260791842065, -0.05937101168721784 51.48039008580913, -0.05854449160669478 51.47808011693137, -0.05794836798991924 51.47570025805041, -0.05758838183319508 51.47327342850824, -0.057468 51.470823))",6
94,423935,14780,Cheshire Hotel,Hotel/bed & breakfast/guest house,WC2H 9AP,5,fhrs_5_en-GB,2019-10-16,506,Camden,-0.1392158,51.5553969,POINT (-0.1392158 51.5553969),0.05444122253634758,8.4,"POLYGON ((-0.1142158 51.5553969, -0.1143361818331951 51.55294647149176, -0.1146961679899192 51.55051964194959, -0.1152922916066948 51.54813978306863, -0.1161188116872178 51.54582981419087, -0.1171677683912911 51.54361198157935, -0.1184290596924364 51.54150764417451, -0.1198905386659316 51.53953706789591, -0.1215381304703363 51.53771923047034, -0.1233559678959089 51.53607163866593, -0.1253265441745099 51.53461015969243, -0.1274308815793501 51.53334886839129, -0.1296487141908728 51.53229991168722, -0.1319586830686384 51.5314733916067, -0.1343385419495968 51.53087726798991, -0.136765371491761 51.53051728183319, -0.1392158 51.5303969, -0.141666228508239 51.53051728183319, -0.1440930580504032 51.53087726798991, -0.1464729169313616 51.5314733916067, -0.1487828858091272 51.53229991168722, -0.1510007184206499 51.53334886839129, -0.1531050558254901 51.53461015969243, -0.1550756321040911 51.53607163866593, -0.1568934695296637 51.53771923047034, -0.1585410613340684 51.53953706789591, -0.1600025403075636 51.54150764417451, -0.1612638316087089 51.54361198157935, -0.1623127883127822 51.54582981419087, -0.1631393083933052 51.54813978306863, -0.1637354320100808 51.55051964194959, -0.1640954181668049 51.55294647149176, -0.1642158 51.5553969, -0.1640954181668049 51.55784732850824, -0.1637354320100808 51.5602741580504, -0.1631393083933052 51.56265401693136, -0.1623127883127822 51.56496398580912, -0.1612638316087089 51.56718181842065, -0.1600025403075636 51.56928615582549, -0.1585410613340684 51.57125673210409, -0.1568934695296637 51.57307456952966, -0.1550756321040911 51.57472216133407, -0.1531050558254901 51.57618364030756, -0.1510007184206499 51.57744493160871, -0.1487828858091273 51.57849388831278, -0.1464729169313616 51.5793204083933, -0.1440930580504032 51.57991653201008, -0.141666228508239 51.58027651816681, -0.1392158 51.5803969, -0.136765371491761 51.58027651816681, -0.1343385419495968 51.57991653201008, -0.1319586830686384 51.5793204083933, -0.1296487141908728 51.57849388831278, -0.1274308815793501 51.57744493160871, -0.1253265441745099 51.57618364030756, -0.1233559678959089 51.57472216133407, -0.1215381304703363 51.57307456952966, -0.1198905386659316 51.57125673210409, -0.1184290596924364 51.56928615582549, -0.1171677683912911 51.56718181842065, -0.1161188116872178 51.56496398580912, -0.1152922916066948 51.56265401693136, -0.1146961679899192 51.5602741580504, -0.1143361818331951 51.55784732850824, -0.1142158 51.5553969))",3
95,444153,5884,Our House,Hospitals/Childcare/Caring Premises,IG1 2RU,5,fhrs_5_en-GB,2019-08-09,526,Redbridge,0.0261404,51.5926286,POINT (0.0261404 51.5926286),0.1430810214323114,21.78,"POLYGON ((0.0511404 51.5926286, 0.05102001816680492 51.59017817149176, 0.05066003201008076 51.58775134194959, 0.05006390839330523 51.58537148306863, 0.04923738831278217 51.58306151419087, 0.04818843160870888 51.58084368157935, 0.04692714030756363 51.57873934417451, 0.04546566133406843 51.57676876789591, 0.04381806952966369 51.57495093047034, 0.04200023210409114 51.57330333866593, 0.04002965582549006 51.57184185969243, 0.03792531842064994 51.57058056839129, 0.03570748580912725 51.56953161168722, 0.03339751693136156 51.5687050916067, 0.03101765805040321 51.56810896798991, 0.02859082850823902 51.56774898183319, 0.0261404 51.5676286, 0.02368997149176098 51.56774898183319, 0.0212631419495968 51.56810896798991, 0.01888328306863845 51.5687050916067, 0.01657331419087276 51.56953161168722, 0.01435548157935006 51.57058056839129, 0.01225114417450995 51.57184185969243, 0.01028056789590887 51.57330333866593, 0.008462730470336313 51.57495093047034, 0.006815138665931576 51.57676876789591, 0.005353659692436365 51.57873934417451, 0.004092368391291127 51.58084368157935, 0.003043411687217831 51.58306151419087, 0.00221689160669478 51.58537148306863, 0.001620767989919239 51.58775134194959, 0.001260781833195078 51.59017817149176, 0.0011404 51.5926286, 0.001260781833195078 51.59507902850824, 0.001620767989919239 51.5975058580504, 0.002216891606694776 51.59988571693136, 0.003043411687217827 51.60219568580912, 0.004092368391291124 51.60441351842065, 0.005353659692436362 51.60651785582549, 0.006815138665931572 51.60848843210409, 0.00846273047033631 51.61030626952966, 0.01028056789590885 51.61195386133407, 0.01225114417450995 51.61341534030756, 0.01435548157935005 51.61467663160871, 0.01657331419087274 51.61572558831278, 0.01888328306863844 51.6165521083933, 0.02126314194959678 51.61714823201008, 0.02368997149176099 51.6175082181668, 0.0261404 51.6176286, 0.02859082850823901 51.6175082181668, 0.03101765805040321 51.61714823201008, 0.03339751693136155 51.6165521083933, 0.03570748580912725 51.61572558831278, 0.03792531842064994 51.61467663160871, 0.04002965582549005 51.61341534030756, 0.04200023210409114 51.61195386133407, 0.04381806952966369 51.61030626952966, 0.04546566133406842 51.60848843210409, 0.04692714030756363 51.60651785582549, 0.04818843160870887 51.60441351842065, 0.04923738831278217 51.60219568580912, 0.05006390839330523 51.59988571693136, 0.05066003201008076 51.5975058580504, 0.05102001816680492 51.59507902850824, 0.0511404 51.5926286))",0
96,1438805,150085,Occassionz Ltd,Retailers - other,UB8 2UA,5,fhrs_5_en-GB,2022-01-06,517,Hillingdon,-0.419222,51.562324,POINT (-0.419222 51.562324),0.3244985951279548,44.67,"POLYGON ((-0.394222 51.562324, -0.394342381833195 51.55987357149176, -0.3947023679899192 51.55744674194959, -0.3952984916066948 51.55506688306863, -0.3961250116872178 51.55275691419087, -0.3971739683912911 51.55053908157934, -0.3984352596924364 51.54843474417451, -0.3998967386659316 51.54646416789591, -0.4015443304703363 51.54464633047034, -0.4033621678959088 51.54299873866593, -0.4053327441745099 51.54153725969243, -0.40743708157935 51.54027596839128, -0.4096549141908727 51.53922701168722, -0.4119648830686384 51.53840049160669, -0.4143447419495968 51.53780436798991, -0.416771571491761 51.53744438183319, -0.419222 51.537324, -0.421672428508239 51.53744438183319, -0.4240992580504032 51.53780436798991, -0.4264791169313615 51.53840049160669, -0.4287890858091272 51.53922701168722, -0.4310069184206499 51.54027596839128, -0.43311125582549 51.54153725969243, -0.4350818321040911 51.54299873866593, -0.4368996695296637 51.54464633047034, -0.4385472613340684 51.54646416789591, -0.4400087403075636 51.54843474417451, -0.4412700316087089 51.55053908157934, -0.4423189883127822 51.55275691419087, -0.4431455083933052 51.55506688306863, -0.4437416320100808 51.55744674194959, -0.4441016181668049 51.55987357149176, -0.444222 51.562324, -0.4441016181668049 51.56477442850824, -0.4437416320100808 51.5672012580504, -0.4431455083933052 51.56958111693136, -0.4423189883127822 51.57189108580912, -0.4412700316087089 51.57410891842065, -0.4400087403075637 51.57621325582549, -0.4385472613340684 51.57818383210409, -0.4368996695296637 51.58000166952966, -0.4350818321040911 51.58164926133406, -0.43311125582549 51.58311074030756, -0.4310069184206499 51.58437203160871, -0.4287890858091272 51.58542098831278, -0.4264791169313615 51.5862475083933, -0.4240992580504032 51.58684363201008, -0.421672428508239 51.5872036181668, -0.419222 51.587324, -0.416771571491761 51.5872036181668, -0.4143447419495968 51.58684363201008, -0.4119648830686384 51.5862475083933, -0.4096549141908727 51.58542098831278, -0.40743708157935 51.58437203160871, -0.4053327441745099 51.58311074030756, -0.4033621678959088 51.58164926133406, -0.4015443304703363 51.58000166952966, -0.3998967386659316 51.57818383210409, -0.3984352596924364 51.57621325582549, -0.3971739683912911 51.57410891842065, -0.3961250116872178 51.57189108580912, -0.3952984916066948 51.56958111693136, -0.3947023679899192 51.5672012580504, -0.394342381833195 51.56477442850824, -0.394222 51.562324))",4
97,1245150,73722,G & K,Mobile caterer,RM9 5SL,4,fhrs_4_en-GB,2021-11-17,501,Barking and Dagenham,0.13612599670887,51.5888519287109,POINT (0.13612599670887 51.5888519287109),0.2433523982975351,13.93,"POLYGON ((0.16112599670887 51.5888519287109, 0.1610056148756749 51.58640150020266, 0.1606456287189507 51.5839746706605, 0.1600495051021752 51.58159481177954, 0.1592229850216522 51.57928484290178, 0.1581740283175789 51.57706701029025, 0.1569127370164336 51.57496267288541, 0.1554512580429384 51.57299209660681, 0.1538036662385337 51.57117425918124, 0.1519858288129611 51.56952666737683, 0.15001525253436 51.56806518840334, 0.1479109151295199 51.56680389710219, 0.1456930825179972 51.56575494039812, 0.1433831136402315 51.5649284203176, 0.1410032547592732 51.56433229670082, 0.138576425217109 51.5639723105441, 0.13612599670887 51.5638519287109, 0.133675568200631 51.5639723105441, 0.1312487386584668 51.56433229670082, 0.1288688797775084 51.5649284203176, 0.1265589108997427 51.56575494039812, 0.1243410782882201 51.56680389710219, 0.1222367408833799 51.56806518840334, 0.1202661646047788 51.56952666737683, 0.1184483271792063 51.57117425918124, 0.1168007353748016 51.57299209660681, 0.1153392564013064 51.57496267288541, 0.1140779651001611 51.57706701029025, 0.1130290083960878 51.57928484290178, 0.1122024883155648 51.58159481177954, 0.1116063646987892 51.5839746706605, 0.1112463785420651 51.58640150020266, 0.11112599670887 51.5888519287109, 0.1112463785420651 51.59130235721914, 0.1116063646987892 51.59372918676131, 0.1122024883155648 51.59610904564227, 0.1130290083960878 51.59841901452003, 0.1140779651001611 51.60063684713155, 0.1153392564013064 51.60274118453639, 0.1168007353748016 51.60471176081499, 0.1184483271792063 51.60652959824056, 0.1202661646047788 51.60817719004497, 0.1222367408833799 51.60963866901847, 0.12434107828822 51.61089996031961, 0.1265589108997427 51.61194891702368, 0.1288688797775084 51.6127754371042, 0.1312487386584668 51.61337156072099, 0.133675568200631 51.61373154687771, 0.13612599670887 51.6138519287109, 0.138576425217109 51.61373154687771, 0.1410032547592732 51.61337156072099, 0.1433831136402315 51.6127754371042, 0.1456930825179972 51.61194891702368, 0.1479109151295199 51.61089996031961, 0.15001525253436 51.60963866901847, 0.1519858288129611 51.60817719004497, 0.1538036662385337 51.60652959824056, 0.1554512580429384 51.60471176081499, 0.1569127370164336 51.60274118453639, 0.1581740283175789 51.60063684713155, 0.1592229850216522 51.59841901452003, 0.1600495051021752 51.59610904564227, 0.1606456287189507 51.59372918676131, 0.1610056148756749 51.59130235721914, 0.16112599670887 51.5888519287109))",0
